Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
RAMP.N,LIVERAMP HLD INC,Information Technology,4,35.06,53.99,61.519999999999996,56.42,48.3
NVEC.OQ,NVE CORP,Information Technology,2,50.67,63.029999999999994,38.99,44.35,52.07000000000001
SPNS.OQ,SAPIENS INTRNTL,Information Technology,1,45.43,78.43,54.059999999999995,56.42,59.14
EVBG.OQ,EVERBRIDGE INC,Information Technology,4,34.79,54.86,74.05000000000001,65.29,51.629999999999995
IIVI.OQ,II-VI INC,Information Technology,4,48.47,41.06,53.449999999999996,50.839999999999996,47.12
CTS.N,CTS CORP,Information Technology,2,54.25,63.029999999999994,46.760000000000005,50.32,55.45
OSIS.OQ,OSI SYSTEMS,Information Technology,1,56.16,45.73,40.28,43.480000000000004,48.54
KE.OQ,KIMBALL ELECTRON,Information Technology,1,68.0,63.029999999999994,54.339999999999996,57.69,62.839999999999996
SANM.OQ,SANMINA CORP,Information Technology,1,76.78,63.029999999999994,40.19,49.1,62.82
TDC.N,TERADATA CORP,Information Technology,2,43.18,81.67999999999999,70.39,68.0,63.449999999999996
EGAN.OQ,EGAIN CORPORATIO,Information Technology,2,44.98,53.98,63.74999999999999,59.47,52.82
NTCT.OQ,NETSCOUT SYS,Information Technology,2,53.53,63.029999999999994,50.4,52.76,56.07
BELFB.OQ,BEL FUSE CL B,Information Technology,0,59.260000000000005,63.029999999999994,25.94,36.5,52.25
SCWX.OQ,SECUREWORKS CORP,Information Technology,4,39.76,45.08,36.29,38.129999999999995,40.760000000000005
BR.N,BROADRIDGE FINCL,Information Technology,2,48.85,71.57,47.4,51.239999999999995,56.44
VIAV.OQ,VIAVI SOLUTIONS,Information Technology,2,48.1,70.46,46.28,50.18,55.47
ALGM.OQ,ALLGR MRSYST ORD,Information Technology,2,43.04,63.55,57.50999999999999,56.24,53.839999999999996
VPG.N,VISHAY PRECSN,Information Technology,0,56.489999999999995,56.02,36.24,42.25,51.27
JCOM.OQ,J2 GLOBAL INC,Information Technology,4,56.36,48.94,48.03,49.419999999999995,51.68000000000001
BIGC.OQ,BIGCMMRCE ORD 1,Information Technology,4,36.27,36.68,37.92,37.49,36.83
BNFT.OQ,BENEFITFOCUS INC,Information Technology,2,32.92,55.17999999999999,20.549999999999997,27.6,37.62
CRWD.OQ,CRWDSTRK HLD INC,Information Technology,4,37.03,50.21,52.129999999999995,49.57,45.42
COHR.OQ,COHERENT INC,Information Technology,4,34.260000000000005,40.46,49.17,45.629999999999995,40.160000000000004
DMRC.OQ,DIGIMARC CORP,Information Technology,2,25.330000000000002,63.029999999999994,52.129999999999995,49.74,45.22
PYPL.OQ,PAYPAL HOLDI,Information Technology,2,41.18,63.029999999999994,52.42,52.32,51.629999999999995
AYX.N,ALTERYX INC,Information Technology,2,37.78,65.21000000000001,52.26,52.03,51.0
SLAB.OQ,SILICON LABS,Information Technology,2,41.4,52.66,51.449999999999996,50.12,47.85
NCR.N,NCR CORPORATION,Information Technology,4,52.05,70.09,36.32,43.75,54.43
ZBRA.OQ,ZEBRA TECH,Information Technology,2,45.050000000000004,63.81,61.419999999999995,59.31999999999999,55.71
VRRM.OQ,VERRA MBLTY CRP,Information Technology,2,44.940000000000005,65.84,34.910000000000004,41.06,49.75
MANH.OQ,MANHATTAN ASSOC,Information Technology,2,40.82,74.1,61.42999999999999,60.24,57.620000000000005
MEI.N,METHODE ELCTRNCS,Information Technology,1,67.04,63.029999999999994,41.370000000000005,48.47,59.21999999999999
TEAM.OQ,ATLASSIAN CORP A,Information Technology,2,35.96,77.28,79.9,72.91,61.4
CRSR.OQ,CRSR GMN INC ORD,Information Technology,2,43.0,65.96,52.129999999999995,52.83,53.32
ADSK.OQ,AUTODESK INC,Information Technology,2,39.57,63.029999999999994,60.64000000000001,57.84,53.05
U.N,UNITY SOFTWR ORD,Information Technology,4,35.97,63.029999999999994,77.58,69.15,55.84
CEVA.OQ,CEVA INC,Information Technology,4,39.65,63.839999999999996,90.96,79.2,60.940000000000005
ON.OQ,ON SEMICONDUCTOR,Information Technology,0,47.349999999999994,42.85,61.21,56.379999999999995,49.24
CASS.OQ,CASS INFO SYS,Information Technology,2,48.79,63.029999999999994,30.03,37.79,49.08
CATM.OQ,CARDTRONCS PLC A,Information Technology,4,51.559999999999995,73.79,28.27,38.59,53.52
POWI.OQ,POWER INTEGRTNS,Information Technology,4,43.02,59.79,71.58,65.53,56.03
ANET.N,ARISTA NETWORKS,Information Technology,1,46.79,67.09,60.01,59.089999999999996,57.199999999999996
LFUS.OQ,LITTELFUSE,Information Technology,2,48.17,68.04,55.669999999999995,56.39999999999999,56.99999999999999
STNE.OQ,STONECO LTD,Information Technology,4,44.16,59.199999999999996,81.45,72.52,58.74
AVID.OQ,AVID TECHNOL ORD,Information Technology,2,43.269999999999996,63.029999999999994,52.129999999999995,52.43,52.400000000000006
MIME.OQ,MIMECAST LIMITED,Information Technology,4,41.959999999999994,45.129999999999995,36.199999999999996,38.41,41.63
CYBE.OQ,CYBEROPTICS CP,Information Technology,2,48.06,63.029999999999994,51.23,52.52,54.09
FSLY.N,FASTLY INC,Information Technology,4,36.54,48.730000000000004,52.87,49.8,44.89
AMAT.OQ,APPLIED MATL,Information Technology,2,50.0,87.99,65.33,66.43,67.13
EVOP.OQ,EVO PAYMENTS INC,Information Technology,2,36.89,56.38999999999999,34.48,38.12,43.11
PEGA.OQ,PEGASYSTEMS INC,Information Technology,4,35.46,42.75,67.91,59.27,46.12
VERI.OQ,VERITONE INC,Information Technology,2,29.34,63.029999999999994,52.129999999999995,50.339999999999996,46.83
ADBE.OQ,ADOBE INC,Information Technology,2,43.230000000000004,83.85000000000001,57.9,59.589999999999996,61.11
KVHI.OQ,KVH INDS,Information Technology,4,31.669999999999998,63.029999999999994,54.74,52.52,48.41
NSIT.OQ,INSIGHT ENTER,Information Technology,1,62.31,49.830000000000005,41.57,45.92,52.76
EGOV.OQ,NIC INC,Information Technology,2,43.309999999999995,63.029999999999994,61.77,59.19,54.83
GDDY.N,GODADDY INC,Information Technology,2,38.76,63.029999999999994,52.739999999999995,52.18000000000001,50.74999999999999
LASR.OQ,NLIGHT INC,Information Technology,4,34.74,63.029999999999994,61.06,57.4,51.22
SQ.N,SQUARE INC,Information Technology,2,38.06,67.57,52.64,52.690000000000005,52.03
INTU.OQ,INTUIT INC,Information Technology,1,43.81,72.7,58.01,58.08,57.47
KEYS.N,KEYSIGHT TCH INC,Information Technology,2,46.26,71.56,58.720000000000006,58.78,58.230000000000004
DELL.N,DELL TECHNLGS C,Information Technology,0,53.18000000000001,55.75,62.0,59.74,56.28999999999999
LITE.OQ,LUMENTUM HOLDNGS,Information Technology,1,53.31,76.07000000000001,41.52,48.47,58.330000000000005
IT.N,GARTNER,Information Technology,2,45.129999999999995,53.89000000000001,47.99,48.44,48.91
ZS.OQ,ZSCALER INC,Information Technology,4,36.449999999999996,44.080000000000005,53.71,49.68,43.44
SCSC.OQ,SCANSOURCE,Information Technology,0,51.57000000000001,63.029999999999994,27.71,36.58,49.61
TENB.OQ,TENABLE HOLDINGS,Information Technology,2,35.72,70.61,70.74000000000001,65.46,56.68
EPAY.OQ,BOTTOMLINE TECH,Information Technology,2,40.93,63.029999999999994,32.0,37.99,46.43
KN.N,KNOWLES CORP,Information Technology,0,51.59,58.17,37.24,42.53,50.31
ZIXI.OQ,ZIX CORP,Information Technology,4,40.760000000000005,63.029999999999994,57.699999999999996,55.96,52.790000000000006
TYL.N,TYLER TECHNOL,Information Technology,2,43.309999999999995,79.86,58.160000000000004,59.19,59.81999999999999
DCT.OQ,DCK CRK TCHN ORD,Information Technology,4,42.93,46.089999999999996,59.29,54.85,48.120000000000005
QTWO.N,Q2 HOLDINGS INC,Information Technology,4,35.4,50.78,63.89,57.65,47.910000000000004
CTXS.OQ,CITRIX SYSTEMS,Information Technology,2,47.22,55.54,54.56999999999999,53.61,51.970000000000006
HPQ.N,HP INC,Information Technology,1,64.14999999999999,56.74,53.510000000000005,55.589999999999996,58.9
AEIS.OQ,ADV ENER INDS,Information Technology,0,43.309999999999995,46.379999999999995,55.779999999999994,52.5,47.5
DT.N,DYNATRACE INC,Information Technology,4,39.75,51.99,79.96,69.73,54.09
BAH.N,BOOZ ALLEN HMLTN,Information Technology,1,52.900000000000006,65.14,47.81,51.18000000000001,55.910000000000004
MSP.N,DATO HLD CRP ORD,Information Technology,2,43.72,56.58,36.27,40.44,46.36
SPSC.OQ,SPS COMMERCE,Information Technology,2,41.92,65.42999999999999,78.99000000000001,71.39,59.41
TWLO.N,TWILIO INC,Information Technology,4,36.55,52.09,52.89,50.32,46.07
PLUS.OQ,EPLUS INC,Information Technology,1,61.49,63.029999999999994,40.82,47.25,56.86
DGII.OQ,DIGI INTL INC,Information Technology,2,48.65,66.88,53.04,54.459999999999994,56.13
SSTI.OQ,SHOTSPOTTER ORD,Information Technology,2,39.86,63.029999999999994,75.63,68.37,56.910000000000004
KBR.N,KBR INC,Information Technology,1,53.64,60.589999999999996,38.45,44.05,52.27
EBIX.OQ,EBIX INC,Information Technology,4,55.84,53.98,51.06,52.22,53.99
MSFT.OQ,MICROSOFT CP,Information Technology,2,46.78,82.11,61.23,62.19,62.760000000000005
SMAR.N,SMARTSHEET INC,Information Technology,4,34.79,44.690000000000005,71.98,62.3,47.55
JKHY.OQ,JACK HENRY ASO,Information Technology,1,48.18,64.9,42.41,46.650000000000006,52.59
TXN.OQ,TEXAS INSTRUMENT,Information Technology,2,47.82,53.98,54.96,53.74,51.76
ANSS.OQ,ANSYS INC,Information Technology,0,41.88,46.17,55.81,52.28,46.87
BOX.N,BOX INC,Information Technology,2,33.73,63.029999999999994,40.699999999999996,43.0,45.72
RXT.OQ,RACKSPC TECH ORD,Information Technology,4,40.9,65.44,61.08,58.699999999999996,54.53
GSKY.OQ,GREENSKY INC,Information Technology,2,43.18,63.029999999999994,21.37,30.89,44.67
AOSL.OQ,ALPHA AND OMEGA,Information Technology,2,48.699999999999996,63.029999999999994,75.98,69.94,60.529999999999994
WU.N,WESTERN UNION,Information Technology,1,60.660000000000004,61.92999999999999,35.08,42.95,54.71
VMW.N,VMWARE INC,Information Technology,1,46.47,57.45,39.77,43.43,48.64
ZM.OQ,ZOOM VIDEO COM A,Information Technology,4,38.35,63.029999999999994,53.74,52.82,50.83
CACI.N,CACI INTL,Information Technology,0,60.529999999999994,52.83,37.0,42.9,51.949999999999996
CLFD.OQ,CLEARFIELD INC,Information Technology,4,45.86,63.029999999999994,53.82,54.010000000000005,53.86
AGYS.OQ,AGILYSYS INC,Information Technology,2,37.2,68.82000000000001,73.04,67.03,57.230000000000004
DAKT.OQ,DAKTRONICS INC,Information Technology,0,55.17999999999999,63.029999999999994,39.36,45.28,53.97
DLB.N,DOLBY LABS,Information Technology,2,50.89,64.99000000000001,53.769999999999996,55.02,56.54
JAMF.OQ,JAMF HLD CRP ORD,Information Technology,4,38.26,37.62,43.5,41.83,39.35
MU.OQ,MICRON TECH,Information Technology,2,55.720000000000006,82.36,59.699999999999996,62.5,66.03999999999999
PRGS.OQ,PROGRESS SOFT,Information Technology,2,53.43,63.029999999999994,38.95,44.74,53.169999999999995
LSCC.OQ,LATTICE SEMIC,Information Technology,4,40.52,63.88,91.14,79.46,61.35
FEYE.OQ,FIREEYE INC,Information Technology,4,33.09,40.42,51.78,47.27,40.33
AMKR.OQ,AMKOR TECH INC,Information Technology,1,72.43,63.18,53.22,57.599999999999994,64.39
KALV.OQ,KALVISTA PHARMA,Health Care,4,18.25,47.4,69.36,58.4,41.23
DRNA.OQ,DICERNA PHARMA,Health Care,4,17.87,47.4,46.33,42.22,35.32
ACCD.OQ,ACCOLADE INC ORD,Health Care,4,33.410000000000004,35.66,70.78999999999999,59.919999999999995,43.54
IRTC.OQ,IRHYTHM TECH,Health Care,4,35.08,35.21,55.589999999999996,49.46,40.25
IIN.OQ,INTRICON,Health Care,4,41.47,47.4,46.57,45.93,44.82
ORIC.OQ,ORIC PHRMCTL ORD,Health Care,4,27.62,47.4,53.44,48.66,41.0
CVET.OQ,COVETRUS INC,Health Care,4,38.16,47.53,51.949999999999996,49.220000000000006,44.89
SILK.OQ,SILK ROAD MEDCL,Health Care,4,32.93,47.4,52.32,48.67,42.84
INOV.OQ,INVLN HLDS CL A,Health Care,2,43.75,61.199999999999996,60.23,57.91,53.98
CDNA.OQ,CAREDX INC,Health Care,4,36.39,47.4,51.12,48.35,43.93
EAR.OQ,EARGO INC ORD,Health Care,4,32.129999999999995,47.4,85.56,71.82,50.83
MODV.OQ,MODVCARE INC ORD,Health Care,4,48.76,47.4,53.54,51.9,49.480000000000004
ALGN.OQ,ALIGN TECH INC,Health Care,4,42.83,47.4,83.83,72.21,54.67999999999999
PLRX.OQ,PLIANT THRPC ORD,Health Care,4,37.669999999999995,47.4,62.21,56.31,47.21
PODD.OQ,INSULET CORP,Health Care,2,38.42,61.41,66.11,61.25000000000001,53.39
CDXC.OQ,CHROMADEX CORP,Health Care,4,22.67,47.4,52.370000000000005,47.17,38.75
PASG.OQ,PSSG BIO INC ORD,Health Care,4,15.160000000000002,47.4,34.98,33.87,31.4
NARI.OQ,INARI MEDICL ORD,Health Care,4,37.940000000000005,48.33,52.5,49.69,45.22
PINC.OQ,PREMIER INC,Health Care,1,65.09,61.79,45.24,50.7,58.98
CERS.OQ,CERUS CORP,Health Care,4,25.430000000000003,47.4,67.75,58.35,43.7
ATRS.OQ,ANTARES PHARMA,Health Care,4,36.07,47.4,43.35,42.86,41.85
IMVT.OQ,IMMUNOVANT INC,Health Care,4,28.01,47.4,56.730000000000004,51.019999999999996,41.980000000000004
OMI.N,OWENS & MINOR,Health Care,2,51.71,57.04,51.12,52.1,53.43
PHAT.OQ,PHATHOM PHRMCTLS,Health Care,4,15.36,47.4,52.16,45.93,35.78
MASI.OQ,MASIMO CORP,Health Care,2,42.78,59.75,66.42,61.870000000000005,54.63
ABT.N,ABBOTT LABS,Health Care,4,45.22,55.61000000000001,57.8,55.58,52.0
AMPH.OQ,AMPHASTAR PHARMA,Health Care,0,45.78,47.4,39.629999999999995,41.72,44.81
EDIT.OQ,EDITAS MEDICINE,Health Care,4,31.56,47.4,82.67999999999999,69.72,49.88
ARA.N^A21,,Health Care,4,28.410000000000004,47.4,47.21,44.42,39.76
RVMD.OQ,REVLTN MDCNS ORD,Health Care,4,31.369999999999997,47.4,75.0,64.31,47.89
PRAX.OQ,PRAXIS PRCSN ORD,Health Care,4,32.35,47.4,77.94,66.52,49.02
LGND.OQ,LIGAND PHARMA,Health Care,4,41.25,47.4,82.88,71.32,53.81
ENSG.OQ,THE ENSIGN GROUP,Health Care,1,51.73,54.24,72.95,66.96,57.91
INSP.N,INSPRE MED SYSTM,Health Care,4,35.08,47.4,53.510000000000005,49.830000000000005,44.0
HSIC.OQ,HENRY SCHEIN,Health Care,0,55.38999999999999,46.07,41.89,44.55,48.76
STOK.OQ,STOKE THERPT INC,Health Care,4,32.78,47.4,51.12,47.81,42.480000000000004
AVTR.N,AVANTOR INC,Health Care,2,46.06,57.57,66.02,61.760000000000005,55.08
RLMD.OQ,RELMADA THRPTCS,Health Care,4,34.300000000000004,47.4,34.510000000000005,36.41,38.940000000000005
BIIB.OQ,BIOGEN INC,Health Care,1,68.04,66.66,39.53,47.88,60.42999999999999
BLI.OQ,BERKLY LGHTS ORD,Health Care,4,32.32,47.4,54.33,49.99,43.1
ICAD.OQ,ICAD INC,Health Care,4,29.23,47.4,85.36,71.25,49.62
NTLA.OQ,INTELLIA THRPTCS,Health Care,4,30.34,47.4,51.12,47.449999999999996,41.510000000000005
SGRY.OQ,SURGE PARTN INC,Health Care,0,39.85,47.4,68.45,61.0,49.64
REPL.OQ,REPLMUNE GRP INC,Health Care,4,26.43,47.4,61.029999999999994,53.790000000000006,42.42
VCEL.OQ,VERICEL CORP ORD,Health Care,4,37.940000000000005,47.4,82.01,70.21,52.27
AXDX.OQ,ACCELERATE DIAGN,Health Care,4,13.930000000000001,47.4,18.33,22.03,26.75
SAVA.OQ,CASSAV SCNCS INC,Health Care,4,36.78,47.4,51.12,48.41,44.080000000000005
TCMD.OQ,TACTILE SYSTEMS,Health Care,0,38.35,35.809999999999995,32.22,33.68,35.93
SYK.N,STRYKER,Health Care,1,46.36,63.980000000000004,46.300000000000004,48.96,52.51
CODX.OQ,CO DIAGNOSTICS,Health Care,4,49.88,47.4,51.01,50.3,49.3
VCYT.OQ,VERACYTE INC,Health Care,4,36.18,47.4,51.12,48.32,43.84
AXGN.OQ,AXOGEN INC,Health Care,4,30.95,47.4,51.09,47.510000000000005,41.74
FATE.OQ,FATE THERAPEUTIC,Health Care,4,34.04,47.4,51.12,48.0,42.99
VXRT.OQ,VAXART INC,Health Care,4,31.86,47.4,50.77,47.43,42.03
FLDM.OQ,FLUIDIGM CORP,Health Care,4,20.19,51.88,70.39999999999999,60.089999999999996,43.84
RIGL.OQ,RIGEL PHARMA,Health Care,4,28.98,47.4,84.07,70.3,49.2
BLFS.OQ,BIOLIFE SOLUTION,Health Care,4,37.39,37.31,53.28000000000001,48.5,41.339999999999996
CSTL.OQ,CASTL BIOSCI INC,Health Care,4,37.580000000000005,47.4,51.12,48.53,44.4
ENDP.OQ,ENDO INTERNATION,Health Care,1,47.870000000000005,61.29,69.92,65.32,58.08
ARAY.OQ,ACCURAY INCORP,Health Care,4,48.07,47.4,72.22,64.88000000000001,53.879999999999995
HSKA.OQ,HESKA CORP,Health Care,4,37.68,40.93,77.8,66.25,48.85
PACB.OQ,PAC BIOSCN OF CL,Health Care,4,34.65,47.4,51.12,48.089999999999996,43.230000000000004
TGTX.OQ,TG THERAPEUTICS,Health Care,4,28.910000000000004,47.4,51.12,47.23,40.93
EGRX.OQ,EAGLE PHARMACTLS,Health Care,0,48.84,47.4,36.32,39.86,45.21
PAHC.OQ,PHIBRO ANIMAL HT,Health Care,1,55.76,55.50000000000001,41.15,45.49,52.019999999999996
ATRC.OQ,ATRICURE,Health Care,4,34.46,37.87,72.21,61.39,45.09
PPD.OQ,PPD INC ORD,Health Care,1,41.71,75.22,47.48,50.78,54.879999999999995
ISRG.OQ,INTUITIVE SURG,Health Care,1,41.870000000000005,72.63,51.980000000000004,53.559999999999995,55.16
TYME.OQ,TYME TECHNLG ORD,Health Care,4,24.67,47.4,80.58999999999999,67.23,46.61
PMVP.OQ,PMV PHRMCTCL ORD,Health Care,4,32.76,47.4,40.23,40.19,39.75
LNTH.OQ,LANTHEUS HOL ORD,Health Care,4,42.53,47.38,40.03,41.510000000000005,43.6
STRO.OQ,SUTRO BIOPHRM IN,Health Care,4,28.4,47.4,88.51,73.32,50.080000000000005
ZTS.N,ZOETIS INC,Health Care,4,44.96,44.269999999999996,50.019999999999996,48.4,45.98
LMAT.OQ,LEMAITRE VASCULR,Health Care,4,45.14,47.4,55.720000000000006,52.89,48.58
KYMR.OQ,KYMRA THRPTC ORD,Health Care,2,32.26,63.2,86.25,74.69,56.58
SEM.N,SELCT MEDCL HLDG,Health Care,1,57.54,58.08,42.77,47.28,54.04
MRTX.OQ,MIRATI THERAPEUT,Health Care,4,29.349999999999998,47.4,67.65,58.87,45.24
DVA.N,DAVITA INC,Health Care,1,61.480000000000004,56.03,54.2,55.57,57.75
NVTA.N,INVITAE CORP,Health Care,4,27.0,47.4,58.919999999999995,52.410000000000004,42.120000000000005
ZNTL.OQ,ZNTLS PHRMCT ORD,Health Care,4,32.550000000000004,47.4,67.95,59.56,46.6
VMD.OQ,VIEMED HEALTHCRE,Health Care,1,56.54,47.4,70.74000000000001,65.11,56.88999999999999
EBS.N,EMERGENT BIOSOL,Health Care,1,50.2,47.4,81.37,71.6,57.010000000000005
CRY.N,CRYOLIFE,Health Care,4,41.04,47.4,32.53,36.04,41.14
CCXI.OQ,CHEMOCENTRYX INC,Health Care,4,34.99,47.4,58.01,52.96999999999999,45.09
QGEN.N,QIAGEN N V,Health Care,4,44.25,49.17,68.64,62.06,52.07000000000001
FLGT.OQ,FULGENT GENETICS,Health Care,4,41.03,47.4,51.12,49.05,45.78
OPCH.OQ,OPTN CRE HTH ORD,Health Care,4,43.47,52.6,49.519999999999996,49.08,48.18
MRNA.OQ,MODERNA INC,Health Care,4,35.3,47.4,51.12,48.19,43.49
AMN.N,AMN HEALTHCARE,Health Care,1,50.019999999999996,64.13,52.470000000000006,53.849999999999994,55.57
PCRX.OQ,PACIRA BIOSCNCS,Health Care,4,44.58,47.4,62.9,57.830000000000005,50.14999999999999
CRVL.OQ,CORVEL,Health Care,4,46.73,47.4,49.71,48.92,47.71
NK.OQ,NANTKWEST INC,Health Care,4,31.45,47.4,51.12,47.61,41.949999999999996
TMO.N,THERMO FISHER SC,Health Care,0,49.559999999999995,49.5,61.040000000000006,57.589999999999996,52.410000000000004
OM.OQ,OUTSET MEDCL ORD,Health Care,4,25.230000000000004,47.4,34.43,34.99,35.29
ALKS.OQ,ALKERMES PLC,Health Care,2,36.68,57.02,46.22,46.410000000000004,46.18
CI.N,CIGNA CORP,Health Care,4,33.36,42.5,40.400000000000006,39.660000000000004,38.32
OSH.N,OAK STR HLTH ORD,Health Care,4,34.55,47.4,57.07,52.239999999999995,44.68
STTK.OQ,SHATTUCK LBS ORD,Health Care,4,32.21,47.4,51.12,47.73,42.26
PSNL.OQ,PERSONALIS INC,Health Care,4,32.48,47.4,53.13,49.17,42.86
SRNE.OQ,SORRENTO THERAPE,Health Care,4,23.53,47.4,49.86,45.540000000000006,38.47
VRCA.OQ,VERRICA PHRMCTCL,Health Care,4,14.899999999999999,47.4,36.5,34.89,31.669999999999998
AVNS.N,AVANOS MDCL INC,Health Care,0,46.43,39.68,61.309999999999995,55.83,47.79
CVS.N,CVS HEALTH CRPTN,Health Care,0,70.30999999999999,40.01,42.28,46.150000000000006,52.7
MEDP.OQ,MEDPACE HOLDINGS,Health Care,2,45.62,73.61,68.11,65.56,61.040000000000006
LMNX.OQ,LUMINEX CORP,Health Care,2,36.39,55.410000000000004,50.67,49.24,46.62
IOVA.OQ,IOVANCE BTHRPTCS,Health Care,4,28.24,47.4,78.29,66.14999999999999,47.46
BEAT.OQ^B21,,Health Care,4,44.879999999999995,51.980000000000004,58.589999999999996,55.54,50.79
PBYI.OQ,PUMA BIOTECHNLGY,Health Care,4,21.279999999999998,40.96,56.26,48.72,36.91
SRDX.OQ,SURMODICS INC,Health Care,4,40.04,47.4,50.19,48.25,45.15
ATEC.OQ,ALPHATEC HLDGS,Health Care,4,28.110000000000003,47.4,74.03,63.14999999999999,46.339999999999996
LNSR.OQ,LENSAR INC ORD,Health Care,4,28.37,47.4,34.5,35.52,36.559999999999995
NEOG.OQ,NEOGEN CORP,Health Care,2,43.36,64.46,56.220000000000006,55.53,53.959999999999994
ARCT.OQ,ARCTURS HOLD INC,Health Care,4,30.9,47.4,50.73,47.260000000000005,41.63
AMGN.OQ,AMGEN,Health Care,0,54.21,39.21,42.59,43.830000000000005,46.050000000000004
BRKR.OQ,BRUKER CORP,Health Care,1,45.62,58.57,42.83,45.61,49.46
DHR.N,DANAHER,Health Care,2,46.29,68.58,63.29,61.529999999999994,58.34
VKTX.OQ,VIKING THERPTCS,Health Care,4,20.21,47.4,39.28,37.64,34.489999999999995
TCRR.OQ,TCR2 THERAPEUTCS,Health Care,4,21.12,47.4,77.61,64.61,44.440000000000005
BBIO.OQ,BRDGBO PHRMA INC,Health Care,4,25.3,47.4,83.00999999999999,69.01,47.46
XRAY.OQ,DENTSPLY SIRONA,Health Care,0,45.95,44.78,40.81,42.18,44.25
PRGO.N,PERRIGO CMPN PLC,Health Care,0,60.919999999999995,52.059999999999995,30.240000000000002,38.11,50.14999999999999
ABMD.OQ,ABIOMED INC,Health Care,2,42.17,56.69,70.78,64.37,54.400000000000006
ONEM.OQ,1LIFE HLTHCR ORD,Health Care,4,34.69,47.4,53.169999999999995,49.53,43.76
JNJ.N,JOHNSON JOHNSON,Health Care,0,50.7,36.38,45.73,45.07,44.440000000000005
KROS.OQ,KEROS THRPTC ORD,Health Care,4,31.240000000000002,47.4,53.18000000000001,49.02,42.38
ZYXI.OQ,ZYNEX INC,Health Care,4,42.22,47.4,58.78,54.59,48.17
LH.N,LAB CRP OF AMER,Health Care,1,58.84,57.68,51.629999999999995,53.620000000000005,56.64
BPMC.OQ,BLUEPRINT MEDCNS,Health Care,4,54.510000000000005,47.4,57.18,55.31,52.690000000000005
NVAX.OQ,NOVAVAX INC,Health Care,4,33.86,44.34,52.65,48.58,42.230000000000004
PHR.N,PHREESIA INC,Health Care,4,36.29,47.4,51.12,48.339999999999996,43.89
IRWD.OQ,IRONWOD PHRMA A,Health Care,0,56.330000000000005,47.4,27.6,34.88,46.02
KRON.OQ,KRNS BIO INC ORD,Health Care,4,32.79,47.4,42.4,41.71,40.300000000000004
VIE.OQ,VIELA BIO INC,Health Care,4,25.790000000000003,47.4,76.21,64.32,45.96
PFE.N,PFIZER INC,Health Care,0,53.94,33.23,38.79,40.23,42.9
AMED.OQ,AMEDISYS INC,Health Care,2,42.6,79.03,73.53,69.72,63.080000000000005
EHC.N,ENCMPS HLTH CRP,Health Care,0,34.2,40.14,44.73,42.46,38.91
STAA.OQ,STAAR SURG NEW,Health Care,2,38.04,57.17,51.12,50.07,48.010000000000005
ENTA.OQ,ENANTA PHARMACEU,Health Care,4,21.68,35.199999999999996,41.69,37.71,31.41
NVRO.N,NEVRO CORP,Health Care,4,34.61,47.4,58.919999999999995,53.55,45.17
XNCR.OQ,XENCOR INC,Health Care,4,30.880000000000003,47.4,63.349999999999994,56.089999999999996,44.78
ATNX.OQ,ATHENEX INC ORD,Health Care,4,17.52,47.4,38.66,36.8,33.269999999999996
ABBV.N,ABBVIE,Health Care,0,33.36,35.38,49.07,44.66,38.0
NRIX.OQ,NURIX THRPTC ORD,Health Care,4,26.69,47.4,80.87,67.72,47.48
LIVN.OQ,LIVANOVA PLC,Health Care,2,37.419999999999995,55.85,39.54,41.67,44.4
MYGN.OQ,MYRIAD GENETICS,Health Care,4,23.990000000000002,43.37,40.160000000000004,38.21,34.81
VREX.OQ,VAREX IMGNG CORP,Health Care,2,36.68,51.339999999999996,31.819999999999997,35.480000000000004,40.6
RNA.OQ,AVDTY BIOSCN ORD,Health Care,4,26.19,47.4,33.58,34.55,35.46
OMER.OQ,OMEROS CORP,Health Care,4,15.870000000000001,47.4,59.099999999999994,50.86000000000001,37.71
PRLD.OQ,PRLD THRPTCS ORD,Health Care,4,32.190000000000005,47.4,51.12,47.72,42.25
PKI.N,PERKINELMER,Health Care,2,54.44,70.37,58.5,59.67,61.029999999999994
PGEN.OQ,PRECIGEN INC ORD,Health Care,4,21.5,47.4,58.07,50.99,39.71
YMAB.OQ,Y-MABS THERAPTCS,Health Care,4,21.16,47.4,56.89999999999999,50.11,39.28
NSTG.OQ,NANOSTRG TECHNS,Health Care,4,31.56,47.4,53.72,49.45,42.64
AFMD.OQ,AFFIMED NV,Health Care,4,19.34,47.4,77.62,64.35,43.730000000000004
BDSI.OQ,BIODELIVERY SCI,Health Care,1,54.800000000000004,62.44,30.3,38.79,51.349999999999994
MRK.N,MERCK & CO,Health Care,0,55.66,45.019999999999996,33.53,38.57,46.400000000000006
MRKR.OQ,MARKER THERAPUTC,Health Care,4,33.46,47.4,42.66,41.99,40.64
MORF.OQ,MORPHIC HOLD INC,Health Care,4,28.199999999999996,47.4,91.43,75.33999999999999,50.73
KIN.OQ,KINDRED BIOSCNCS,Health Care,4,14.979999999999999,47.4,23.31,25.669999999999998,28.410000000000004
OMCL.OQ,OMNICELL INC,Health Care,4,42.05,54.24,64.89,59.870000000000005,52.03
VAR.N,VARIAN MEDICAL,Health Care,0,45.56,41.64,47.77,46.52,44.74
